genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,protein_dry_basis,oil_dry_basis
N19-0398,PLY,LP 5L,2020,2,13,90,p,45,t,1.5,31,1067.4,13.7,2,46.26,20.63
N19-0398,PLY,LP 5L,2020,3,13,102,p,46,t,1.5,30,1119.6,13.1,2,46.85,20.77
N19-0463,PLY,LP 5L,2020,1,14,34,p,61,t,1,26,392.6,14.7,2.5,44.74,19.87
N19-0463,PLY,LP 5L,2020,2,14,53,p,NA,t,1.5,23,77.6,12.7,NA,46.65,17.8
N19-0463,PLY,LP 5L,2020,3,14,138,p,60,t,1.5,25,1143.4,16.8,2,47.41,18.79
N19-0489,PLY,LP 5L,2020,1,15,30,p,61,t,2,54,NA,NA,NA,NA,NA
N19-0489,PLY,LP 5L,2020,2,15,88,p,73,t,2.5,46,NA,NA,NA,NA,NA
N19-0489,PLY,LP 5L,2020,3,15,108,p,70,t,2.5,51,NA,NA,NA,NA,NA
N19-0497,PLY,LP 5L,2020,1,16,48,w,53,t,1.5,20,520.1,13.5,2,43.34,22.35
N19-0497,PLY,LP 5L,2020,2,16,89,w,47,t,1.5,28,1254.8,13.7,2,45.67,22.11
N19-0497,PLY,LP 5L,2020,3,16,117,w,55,t,1,28,1074,13.3,2,43.11,22.67
N19-0503,PLY,LP 5L,2020,1,17,45,p,60,g,1.5,19,205.6,13.2,2,41.36,22.29
N19-0503,PLY,LP 5L,2020,2,17,60,p,60,g,1.5,31,920.3,14.4,2,42.93,21.37
N19-0503,PLY,LP 5L,2020,3,17,149,p,55,g,1.5,30,1287.5,13.5,2,42.13,22.21
N19-0507,PLY,LP 5L,2020,1,18,10,p,44,g,3,46,941.5,13.4,2,41.88,23.59
N19-0507,PLY,LP 5L,2020,2,18,56,p,43,g,1.5,NA,NA,NA,NA,NA,NA
N19-0507,PLY,LP 5L,2020,3,18,116,p,44,g,2.5,47,1011.2,15.6,2,44.69,21.43
N19-0526,PLY,LP 5L,2020,1,19,19,p,57,g,1.5,30,919,11.7,2.5,48.41,19.64
N19-0526,PLY,LP 5L,2020,2,19,54,p,NA,.,NA,NA,NA,NA,NA,NA,NA
N19-0526,PLY,LP 5L,2020,3,19,121,p,57,g,1.5,31,962.6,11.8,2,48.49,19.65
N19-0540,PLY,LP 5L,2020,1,20,27,w,54,g,1,21,690.9,11.7,1.5,42.1,20.94
N19-0540,PLY,LP 5L,2020,2,20,79,w,53,g,1,23,1226.2,12.8,1.5,46.64,19.33
N19-0540,PLY,LP 5L,2020,3,20,120,w,55,g,1.5,23,1150.2,12.7,1.5,44.09,20.47
N19-0545,PLY,LP 5L,2020,1,21,46,w,46,g,1.5,NA,NA,NA,NA,NA,NA
N19-0545,PLY,LP 5L,2020,2,21,77,w,44,g,1,20,723.9,11.7,1.5,40.63,23.41
N19-0545,PLY,LP 5L,2020,3,21,146,w,45,g,1,21,791.4,12.9,1.5,44.14,22.18
N19-0553,PLY,LP 5L,2020,1,22,15,p,44,t,1,20,1144.9,10.9,1.5,42.08,22.59
N19-0553,PLY,LP 5L,2020,2,22,63,p,47,t,1,22,748.4,11.7,1.5,42.25,22.64
N19-0553,PLY,LP 5L,2020,3,22,131,p,47,t,1,22,1214.8,11.1,2,43.63,22.12
N19-0555,PLY,LP 5L,2020,1,23,11,w,52,t,1,26,1026.1,14.4,2,43.02,22.05
N19-0555,PLY,LP 5L,2020,2,23,75,w,62,t,1.5,20,401.4,11.8,2,40.88,21.93
N19-0555,PLY,LP 5L,2020,3,23,132,w,56,t,1.5,25,1130.3,14,2,45.49,20.48
N19-0563,PLY,LP 5L,2020,1,24,22,w,46,t,1,26,742.6,11.6,2,45.13,20.93
N19-0563,PLY,LP 5L,2020,2,24,95,w,41,t,1.5,21,808.1,10.1,2,42.51,22.8
N19-0563,PLY,LP 5L,2020,3,24,139,w,45,t,1,25,1208.1,11.5,2.5,44.24,22.13
N19-0809,PLY,LP 5L,2020,1,25,42,w,58,t,1.5,29,594.1,12.2,2,42.55,20.62
N19-0809,PLY,LP 5L,2020,2,25,66,w,60,t,1.5,25,484.8,13.7,2,45.02,19.58
N19-0809,PLY,LP 5L,2020,3,25,106,w,60,t,1.5,28,806.6,13.1,2,46.31,18.93
N19-0811,PLY,LP 5L,2020,1,26,4,s,57,t,1,32,1455.8,12.7,1.5,43.81,20.68
N19-0811,PLY,LP 5L,2020,2,26,100,s,60,t,1.5,30,1409.3,13.5,1.5,45.59,19.95
N19-0811,PLY,LP 5L,2020,3,26,130,s,59,t,1.5,32,1281.2,12.8,1.5,45.73,20.08
N19-0830,PLY,LP 5L,2020,1,27,47,w,46,t,1.5,NA,NA,NA,NA,NA,NA
N19-0830,PLY,LP 5L,2020,2,27,67,w,46,t,1.5,20,653.9,11.6,2,39.55,23.9
N19-0830,PLY,LP 5L,2020,3,27,122,w,47,t,1,21,1115.2,12,1.5,41.08,23.89
N19-0833,PLY,LP 5L,2020,1,28,3,w,50,t,1,24,1249.6,10,1.5,44.42,21.01
N19-0833,PLY,LP 5L,2020,2,28,91,w,59,t,1.5,27,1119.9,12,2,45.03,20.68
N19-0833,PLY,LP 5L,2020,3,28,134,w,56,t,1,27,1076.5,10.4,2,44.98,21.2
N19-0880,PLY,LP 5L,2020,1,29,5,w,59,t,2,41,1053.8,15.4,3,48.84,19.02
N19-0880,PLY,LP 5L,2020,2,29,83,w,60,t,2,45,1023.3,15.4,2,48.37,19.02
N19-0880,PLY,LP 5L,2020,3,29,144,w,61,t,1.5,44,808.1,14.4,2,46.89,19.37
N19-1081,PLY,LP 5L,2020,1,30,25,w,48,t,1,26,1067.6,11.2,2,43.61,21.43
N19-1081,PLY,LP 5L,2020,2,30,59,w,54,t,1,25,916.1,11.2,2,44.66,21.15
N19-1081,PLY,LP 5L,2020,3,30,103,w,48,t,1,26,983.3,11.9,2.5,45.6,20.57
N19-1087,PLY,LP 5L,2020,1,31,41,w,51,t,1.5,29,956.1,11.4,2,42.37,21.55
N19-1087,PLY,LP 5L,2020,2,31,84,w,53,t,1,23,762,11.9,2,46.46,20.39
N19-1087,PLY,LP 5L,2020,3,31,147,w,55,t,1,28,919.9,13.3,2,47.31,20.42
N19-1089,PLY,LP 5L,2020,1,32,49,s,58,t,1.5,22,556.5,11.8,2,44.46,20.28
N19-1089,PLY,LP 5L,2020,2,32,62,s,55,t,1.5,29,1131.2,11.5,2,44.52,20.99
N19-1089,PLY,LP 5L,2020,3,32,105,s,55,t,1,28,1039.4,12.4,2,45.11,21.04
N19-1095,PLY,LP 5L,2020,1,33,36,p,55,t,1.5,18,311.8,11,2,42.78,21.3
N19-1095,PLY,LP 5L,2020,2,33,78,p,54,t,1,24,1226.8,12.3,2,45,20.51
N19-1095,PLY,LP 5L,2020,3,33,123,p,56,t,1.5,24,1273.5,11.7,2,43.63,21.4
N19-1113,PLY,LP 5L,2020,1,34,2,w,54,t,1.5,30,1099.5,11.9,2,44.47,20.93
N19-1113,PLY,LP 5L,2020,2,34,99,w,53,t,1.5,20,1008.1,11.3,2,45.34,20.43
N19-1113,PLY,LP 5L,2020,3,34,109,w,57,t,1.5,29,1167.6,11.4,2,45.92,20.13
N19-1117,PLY,LP 5L,2020,1,35,32,s,48,t,1.5,26,771.9,11.8,2,45.54,21.11
N19-1117,PLY,LP 5L,2020,2,35,71,s,47,t,1.5,28,1132.8,11.1,2,45.31,21.25
N19-1117,PLY,LP 5L,2020,3,35,107,s,47,t,1,28,787.4,11.7,2,43.78,22.34
N19-1123,PLY,LP 5L,2020,1,36,37,p,45,t,1.5,19,194.6,11.4,2.5,41.14,22.91
N19-1123,PLY,LP 5L,2020,2,36,96,p,46,t,1,20,822.9,11.7,2.5,41.82,22.99
N19-1123,PLY,LP 5L,2020,3,36,113,p,45,t,1,20,604,12.1,2.5,42.56,23.01
N19-1213,PLY,LP 5L,2020,1,37,8,p,46,g,1.5,30,1036.7,12.6,2,48.73,19.46
N19-1213,PLY,LP 5L,2020,2,37,76,p,45,g,1.5,23,657.8,12.4,2,46.19,20.01
N19-1213,PLY,LP 5L,2020,3,37,104,p,45,g,1.5,28,817.5,11.5,2.5,47.23,20.29
N19-1221,PLY,LP 5L,2020,1,38,14,w,44,g,1,28,1156.9,11.2,2,38.62,23.75
N19-1221,PLY,LP 5L,2020,2,38,92,w,46,g,1.5,26,1126.5,11.7,2,39.75,22.83
N19-1221,PLY,LP 5L,2020,3,38,114,w,46,g,1,28,885.6,12,2,38.41,23.34
N19-1222,PLY,LP 5L,2020,1,39,21,w,45,g,1.5,26,889.7,12.8,2,41.97,23.11
N19-1222,PLY,LP 5L,2020,2,39,94,w,41,g,1,22,751.6,11.8,2,40.34,24.33
N19-1222,PLY,LP 5L,2020,3,39,125,w,42,g,1,22,736.3,14.9,2,42.69,23.47
N19-1240,PLY,LP 5L,2020,1,40,7,w,54,g,1,31,996.2,14.5,1,43.85,20.06
N19-1240,PLY,LP 5L,2020,2,40,58,w,60,g,1.5,22,467.4,13.3,1,42.67,19.35
N19-1240,PLY,LP 5L,2020,3,40,140,w,55,g,1.5,31,1280.7,13,1,42.81,20.49
N19-1345,PLY,LP 5L,2020,1,41,20,w,59,g,1.5,28,1031.4,13.9,2,44.77,20.91
N19-1345,PLY,LP 5L,2020,2,41,72,w,59,g,1.5,22,1033.5,14.6,2,45.38,20.82
N19-1345,PLY,LP 5L,2020,3,41,101,w,57,g,1.5,27,1036.4,14.2,2,44.23,21.89
N19-1390,PLY,LP 5L,2020,1,42,43,w,47,t,1.5,18,334.2,12.5,2,43.39,22.06
N19-1390,PLY,LP 5L,2020,2,42,57,w,48,t,1.5,NA,NA,NA,NA,NA,NA
N19-1390,PLY,LP 5L,2020,3,42,143,w,47,t,1,21,1088.6,13.2,2,44.19,21.9
N19-1399,PLY,LP 5L,2020,1,43,38,w,59,t,1.5,21,548,11.3,2,45.6,20.02
N19-1399,PLY,LP 5L,2020,2,43,85,w,53,t,1,22,797.4,11.6,2,42.78,21.81
N19-1399,PLY,LP 5L,2020,3,43,119,w,55,t,1.5,22,1311.4,11.3,2,44.09,21
N19-1457,PLY,LP 5L,2020,1,44,50,w,52,g,1.5,27,1016.6,12.2,1.5,42.9,20.79
N19-1457,PLY,LP 5L,2020,2,44,82,w,52,g,1.5,27,1247.6,13.3,2,45.58,20.48
N19-1457,PLY,LP 5L,2020,3,44,127,w,55,g,1.5,28,812.5,11.9,1.5,42.2,21.67
N19-1458,PLY,LP 5L,2020,1,45,39,w,46,g,2,30,844,12.7,2,43.56,20.84
N19-1458,PLY,LP 5L,2020,2,45,52,w,46,g,1.5,26,687.5,12.8,2,42.74,21.49
N19-1458,PLY,LP 5L,2020,3,45,136,w,46,g,2,28,1064.4,12.9,1.5,44.04,21.07
Osage,PLY,LP 5L,2020,1,46,23,p,36,g,1,21,925.4,10.3,2.5,43.63,21.38
Osage,PLY,LP 5L,2020,2,46,74,p,43,g,1.5,21,900.3,10.8,2,42.84,22.12
Osage,PLY,LP 5L,2020,3,46,142,p,41,g,1,22,1041.3,11.4,2,46.8,20.4
Miller,PLY,LP 5L,2020,1,47,33,p,44,g,1,19,367.3,12.4,2,38.03,23.77
Miller,PLY,LP 5L,2020,2,47,87,p,44,g,1,20,587,14.3,2,40.59,23.39
Miller,PLY,LP 5L,2020,3,47,128,p,45,g,1,20,829.4,13.7,2,39.84,23.34
Dunphy,PLY,LP 5L,2020,1,48,31,p,53,g,1.5,24,1007.1,12.8,2,41.29,21.38
Dunphy,PLY,LP 5L,2020,2,48,80,p,53,g,1.5,23,1213.3,13.6,2,42.07,21.45
Dunphy,PLY,LP 5L,2020,3,48,115,p,57,g,1,23,966.9,14.4,3,43.21,20.17
N10-687,PLY,LP 5L,2020,1,49,9,p,60,t,1,28,986.3,11.9,2,46.69,18.97
N10-687,PLY,LP 5L,2020,2,49,69,p,62,t,1.5,28,1097.3,11.2,1,45.04,19.56
N10-687,PLY,LP 5L,2020,3,49,110,p,58,t,1,28,1329.5,10.7,1.5,44.16,20.01
N16-590,PLY,LP 5L,2020,1,50,24,p,43,t,1,22,903.2,13.2,2,43.7,22.08
N16-590,PLY,LP 5L,2020,2,50,64,p,45,t,1.5,19,702.4,12.8,1.5,42.55,22.18
N16-590,PLY,LP 5L,2020,3,50,148,p,45,t,1,21,1005.6,12.8,1.5,43.54,21.82
N19-0115,CAS,LP 6E,2020,1,1,14,W,25,t,2,32,1033.4,15.8,1.5,45.39,22.38
N19-0115,CAS,LP 6E,2020,2,1,87,W,24,t,1.5,35,1227.6,15.9,1.5,45.76,22.14
N19-0115,CAS,LP 6E,2020,3,1,101,W,NA,t,NA,NA,1274.7,16.1,NA,44.35,22.32
N19-0226,CAS,LP 6E,2020,1,2,35,S,20,g,1.5,30,935.5,13.8,1.5,45.89,20.64
N19-0226,CAS,LP 6E,2020,2,2,89,S,20,g,1.5,34,1290,13.2,1.5,44.02,21.28
N19-0226,CAS,LP 6E,2020,3,2,104,S,NA,g,NA,NA,1025.6,13.4,NA,44.51,21.43
N19-0376,CAS,LP 6E,2020,1,3,45,S,17,g,2,28,1132.4,14.9,1.5,43.67,23.56
N19-0376,CAS,LP 6E,2020,2,3,57,S,17,g,1.5,28,1070.4,15.4,1.5,43.93,23.26
N19-0376,CAS,LP 6E,2020,3,3,100,S,NA,g,NA,NA,1241.7,14.9,NA,44.21,23.37
N19-0415,CAS,LP 6E,2020,1,4,31,W,18,t,2.5,54,1167.1,15.2,1.5,42.48,22.18
N19-0415,CAS,LP 6E,2020,2,4,78,W,17,t,2.5,54,1035.5,15.1,1.5,42.85,22.17
N19-0415,CAS,LP 6E,2020,3,4,119,W,NA,t,NA,NA,1132.3,15.3,NA,43.6,21.68
N19-0452,CAS,LP 6E,2020,1,5,32,p,23,t,2,33,1330.8,13.8,1.5,45.83,22.1
N19-0452,CAS,LP 6E,2020,2,5,60,p,24,t,2,35,1271.1,13.4,1.5,45.37,22.84
N19-0452,CAS,LP 6E,2020,3,5,120,P,NA,t,NA,NA,1373.5,13.2,NA,46.29,22.17
N19-0460,CAS,LP 6E,2020,1,6,8,s,23,t,2,38,1020.2,12.6,1.5,48.9,19.08
N19-0460,CAS,LP 6E,2020,2,6,84,s,24,t,2,41,937.6,13,1.5,48.85,19.07
N19-0460,CAS,LP 6E,2020,3,6,96,s,NA,t,NA,NA,1007.2,13.3,NA,48.85,19.38
N19-0468,CAS,LP 6E,2020,1,7,21,p,24,t,2,33,1158.8,16.3,1.5,45.37,21.35
N19-0468,CAS,LP 6E,2020,2,7,76,p,24,t,2,36,1008.9,15.9,1.5,47.95,20.08
N19-0468,CAS,LP 6E,2020,3,7,133,P,NA,t,NA,NA,1203.6,17.1,NA,48.2,20.42
N19-0471,CAS,LP 6E,2020,1,8,40,P,26,t,1.5,35,1433.6,16.9,1.5,45.71,21.19
N19-0471,CAS,LP 6E,2020,2,8,68,P,24,t,1.5,33,981.5,16.3,1.5,47.42,21.03
N19-0471,CAS,LP 6E,2020,3,8,116,P,NA,t,NA,NA,1218,16,NA,45.82,21.57
N19-0485,CAS,LP 6E,2020,1,9,34,P,24,t,2,40,1073.6,15.8,1.5,44.16,21.67
N19-0485,CAS,LP 6E,2020,2,9,52,P,23,t,2,37,1042.8,16.5,1.5,46.53,20.59
N19-0485,CAS,LP 6E,2020,3,9,94,P,NA,t,NA,NA,1088.3,16.5,NA,46.73,20.27
N19-0487,CAS,LP 6E,2020,1,10,41,W,26,t,2.5,37,1205.1,13.2,1.5,44.89,22.19
N19-0487,CAS,LP 6E,2020,2,10,65,W,24,t,2,38,984.1,14.5,1.5,45.05,22.24
N19-0487,CAS,LP 6E,2020,3,10,124,W,NA,t,NA,NA,1081.3,13.3,NA,44.58,22.05
N19-0495,CAS,LP 6E,2020,1,11,25,P,24,t,2.5,44,976.5,13.9,1.5,45.02,21.53
N19-0495,CAS,LP 6E,2020,2,11,70,P,24,t,2,44,1259.1,14,1.5,45.97,21.54
N19-0495,CAS,LP 6E,2020,3,11,111,P,NA,t,NA,NA,1287.5,14.2,NA,45.84,21.57
N19-0521,CAS,LP 6E,2020,1,12,6,p,22,g,1.5,45,979.4,13.8,1.5,45.21,21.36
N19-0521,CAS,LP 6E,2020,2,12,74,p,20,g,2,44,813,13.7,1.5,44.57,21.65
N19-0521,CAS,LP 6E,2020,3,12,103,p,NA,g,NA,NA,1022.8,13.4,NA,44.97,21.67
N19-0542,CAS,LP 6E,2020,1,13,33,S,20,g,1.5,34,1209.8,14.5,1.5,45.34,20.1
N19-0542,CAS,LP 6E,2020,2,13,88,S,22,g,1.5,38,1259.7,14.3,1.5,46.79,19.47
N19-0542,CAS,LP 6E,2020,3,13,117,S,NA,g,NA,NA,1084.7,14.4,NA,46.05,20.48
N19-0733,CAS,LP 6E,2020,1,14,17,W,16,g,2,29,938.4,15.5,1.5,45.12,21.32
N19-0733,CAS,LP 6E,2020,2,14,59,W,16,g,2,32,996.2,16.1,1.5,45.62,20.84
N19-0733,CAS,LP 6E,2020,3,14,125,W,NA,g,NA,NA,1030.3,16,NA,45.61,21.4
N19-0756,CAS,LP 6E,2020,1,15,10,W,21,t,1.5,32,1509.9,14.8,1.5,41.37,22.68
N19-0756,CAS,LP 6E,2020,2,15,51,W,23,t,2,34,1431.9,15.8,1.5,42.66,22.57
N19-0756,CAS,LP 6E,2020,3,15,107,W,NA,t,NA,NA,1310.1,14.9,NA,41.84,22.97
N19-0767,CAS,LP 6E,2020,1,16,19,W,18,g,2,32,1054.5,15.4,1.5,44.15,22.35
N19-0767,CAS,LP 6E,2020,2,16,55,W,20,g,1.5,29,932.8,15,1.5,43.08,22.82
N19-0767,CAS,LP 6E,2020,3,16,122,W,NA,g,NA,NA,1287.3,15.3,NA,44.6,22.72
N19-0768,CAS,LP 6E,2020,1,17,22,W,24,t,2,39,1127.4,16.1,1.5,44.61,22.93
N19-0768,CAS,LP 6E,2020,2,17,58,W,24,t,2,37,1235.7,15.8,1.5,44.24,22.91
N19-0768,CAS,LP 6E,2020,3,17,128,W,NA,t,NA,NA,1278.9,16.6,NA,44.08,22.95
N19-0785,CAS,LP 6E,2020,1,18,2,P,25,g,2,35,1304.2,14.1,1.5,42.69,22.99
N19-0785,CAS,LP 6E,2020,2,18,53,P,23,g,2,38,1093.9,13.1,1.5,44.06,21.85
N19-0785,CAS,LP 6E,2020,3,18,132,P,NA,g,NA,NA,1298.1,13.8,NA,43.17,22.79
N19-0788,CAS,LP 6E,2020,1,19,23,W,24,t,2,36,1157.2,14.7,1.5,42.85,21.57
N19-0788,CAS,LP 6E,2020,2,19,48,W,24,t,2.5,39,1173.5,13.7,1.5,42.85,21.81
N19-0788,CAS,LP 6E,2020,3,19,115,W,NA,t,NA,NA,1249.7,13.8,NA,43.67,22.19
N19-0790,CAS,LP 6E,2020,1,20,24,p,24,t,2,34,1149.5,12.9,1.5,45.01,20.1
N19-0790,CAS,LP 6E,2020,2,20,83,p,24,t,2,39,1160.5,13.5,1.5,44.69,20.63
N19-0790,CAS,LP 6E,2020,3,20,118,p,NA,t,NA,NA,1290,14,NA,44.41,20.88
N19-0791,CAS,LP 6E,2020,1,21,1,p,24,t,2.5,44,1519,13.9,1.5,45.54,19.53
N19-0791,CAS,LP 6E,2020,2,21,63,p,26,t,2,43,1106.4,14.7,1.5,46.11,19.49
N19-0791,CAS,LP 6E,2020,3,21,126,p,NA,t,NA,NA,1083.3,14.9,NA,46.58,19.26
N19-0795,CAS,LP 6E,2020,1,22,42,P,24,t,2,41,1308.7,17.1,1.5,46.39,19.84
N19-0795,CAS,LP 6E,2020,2,22,49,P,26,t,2,42,1245.3,16.5,1.5,44.79,20.61
N19-0795,CAS,LP 6E,2020,3,22,114,P,NA,t,NA,NA,1156.7,16.8,NA,45.52,20.9
N19-0797,CAS,LP 6E,2020,1,23,12,w,23,t,2.5,44,1086.8,12.4,1.5,44.97,20.23
N19-0797,CAS,LP 6E,2020,2,23,82,w,24,t,2.5,54,1022.5,12.2,1.5,44.97,20.31
N19-0797,CAS,LP 6E,2020,3,23,127,w,NA,t,NA,NA,1113.9,13.2,NA,46.87,19.99
N19-0800,CAS,LP 6E,2020,1,24,29,p,26,t,2,40,1243.4,14.3,1.5,45.46,20.22
N19-0800,CAS,LP 6E,2020,2,24,47,p,24,t,2,40,1071.3,12.9,1.5,44.77,19.45
N19-0800,CAS,LP 6E,2020,3,24,108,P,NA,t,NA,NA,1219.2,13.5,NA,43.95,20.11
N19-0805,CAS,LP 6E,2020,1,25,20,w,28,t,2,36,1276.9,13.5,1.5,46.13,20.79
N19-0805,CAS,LP 6E,2020,2,25,73,w,26,t,2,39,1107.2,12.9,1.5,45.74,21.7
N19-0805,CAS,LP 6E,2020,3,25,135,w,NA,t,NA,NA,1222.4,13.6,NA,48.13,20.8
N19-0806,CAS,LP 6E,2020,1,26,5,w,24,t,2,37,1230.4,14.4,1.5,45.62,20.36
N19-0806,CAS,LP 6E,2020,2,26,61,w,26,t,2,40,1362.9,13.8,1.5,45.39,20.69
N19-0806,CAS,LP 6E,2020,3,26,92,W,NA,t,NA,NA,1237.6,14.6,NA,45.87,20.11
N19-0807,CAS,LP 6E,2020,1,27,27,P,25,t,2,37,1097.5,13.8,1.5,43.87,20.58
N19-0807,CAS,LP 6E,2020,2,27,56,P,24,t,1.5,42,974.6,13.5,1.5,44.55,20.19
N19-0807,CAS,LP 6E,2020,3,27,91,P,NA,t,NA,NA,1402.3,14.5,NA,45.88,19.88
N19-0814,CAS,LP 6E,2020,1,28,13,W,25,t,2,42,1141.4,13.5,1.5,46.51,19.64
N19-0814,CAS,LP 6E,2020,2,28,69,W,24,t,2,40,1190.1,13.8,1.5,46.85,19.53
N19-0814,CAS,LP 6E,2020,3,28,134,W,NA,t,NA,NA,1088.8,13.6,NA,47.24,19.63
N19-0818,CAS,LP 6E,2020,1,29,28,P,27,t,2,40,1214.1,14.1,1.5,46.62,19.97
N19-0818,CAS,LP 6E,2020,2,29,90,P,26,t,2,42,1474.7,14.3,1.5,47.4,19.72
N19-0818,CAS,LP 6E,2020,3,29,97,P,NA,t,NA,NA,1086.2,13.4,NA,46.16,20.55
N19-0819,CAS,LP 6E,2020,1,30,43,W,24,t,2,37,1217.3,12.6,1.5,46.74,21.24
N19-0819,CAS,LP 6E,2020,2,30,81,W,24,t,2,37,1291.3,12.7,1.5,45.88,21.38
N19-0819,CAS,LP 6E,2020,3,30,123,W,NA,t,NA,NA,1113.9,11.4,NA,46.09,21.65
N19-0857,CAS,LP 6E,2020,1,31,4,w,24,t,2.5,36,1107.9,15.2,1.5,41.93,22.34
N19-0857,CAS,LP 6E,2020,2,31,62,W,24,t,2,38,1102.9,15.7,1.5,42.29,22.3
N19-0857,CAS,LP 6E,2020,3,31,110,W,NA,t,NA,NA,1153.1,16,NA,42.3,22.27
N19-0881,CAS,LP 6E,2020,1,32,15,W,28,t,2,52,884.1,17,1.5,46.17,21.91
N19-0881,CAS,LP 6E,2020,2,32,77,W,26,t,2,56,934.2,16.5,1.5,46.83,21.54
N19-0881,CAS,LP 6E,2020,3,32,95,W,NA,t,NA,NA,908.6,16.7,NA,46.22,21.86
N19-0882,CAS,LP 6E,2020,1,33,26,p,25,t,2,38,937.2,15.8,1.5,44.1,20.85
N19-0882,CAS,LP 6E,2020,2,33,46,P,24,t,1.5,48,1059.3,16,1.5,45.58,21.04
N19-0882,CAS,LP 6E,2020,3,33,131,P,NA,t,NA,NA,1276.3,16.3,NA,46.5,20.68
N19-1039,CAS,LP 6E,2020,1,34,7,P,23,g,1.5,35,1017.6,13.6,1.5,45.85,21.96
N19-1039,CAS,LP 6E,2020,2,34,72,P,24,g,1.5,36,1105.1,13.5,1.5,45.89,21.5
N19-1039,CAS,LP 6E,2020,3,34,112,P,NA,g,NA,NA,1153.9,13.7,NA,45.76,21.7
N19-1069,CAS,LP 6E,2020,1,35,36,W,18,t,2,30,1036.1,16.2,1.5,43.52,23.44
N19-1069,CAS,LP 6E,2020,2,35,86,W,20,t,1.5,32,1144.5,15.9,1.5,44.79,22.25
N19-1069,CAS,LP 6E,2020,3,35,105,W,NA,t,NA,NA,1236.4,16.2,NA,44.81,22.39
N19-1075,CAS,LP 6E,2020,1,36,30,w,26,g,2,34,1230.1,10.7,1.5,42.87,21.54
N19-1075,CAS,LP 6E,2020,2,36,79,W,24,g,2,36,1091.6,10.9,1.5,42.89,21.33
N19-1075,CAS,LP 6E,2020,3,36,130,W,NA,g,NA,NA,1207.6,10.8,NA,42.89,21.92
N19-1083,CAS,LP 6E,2020,1,37,16,P,24,t,1.5,28,1047.7,13.6,1.5,46.37,20.54
N19-1083,CAS,LP 6E,2020,2,37,85,P,24,t,1.5,30,1254.1,13.7,1.5,46.05,21.2
N19-1083,CAS,LP 6E,2020,3,37,98,P,NA,t,NA,NA,1292.5,13.3,NA,44.93,21.28
N19-1090,CAS,LP 6E,2020,1,38,37,W,26,t,2,29,1121.8,12.8,1.5,47.19,20.7
N19-1090,CAS,LP 6E,2020,2,38,50,W,26,t,2,29,1315.5,12.8,1.5,46.73,21.12
N19-1090,CAS,LP 6E,2020,3,38,129,W,NA,t,NA,NA,1264.6,13.1,NA,47.57,21.33
N19-1268,CAS,LP 6E,2020,1,39,38,P,21,g,2.5,33,1028.8,15.6,1.5,43.72,23.2
N19-1268,CAS,LP 6E,2020,2,39,67,P,19,g,1.5,30,951.3,16,1.5,43.71,23.63
N19-1268,CAS,LP 6E,2020,3,39,109,P,NA,g,NA,NA,1128.3,15.6,NA,43.73,23.51
N19-1445,CAS,LP 6E,2020,1,40,18,p,24,g,2,33,1109.6,11.7,1.5,41.7,20.77
N19-1445,CAS,LP 6E,2020,2,40,54,p,23,g,2,36,1099.2,11.5,1.5,42.52,21.3
N19-1445,CAS,LP 6E,2020,3,40,113,p,NA,g,NA,NA,1302.2,12.2,NA,42.5,20.85
N19-0805-2,CAS,LP 6E,2020,1,41,44,w,24,t,2,38,1135.5,12.7,1.5,46.49,21.62
N19-0805-2,CAS,LP 6E,2020,2,41,75,w,26,t,1.5,40,987.7,13,1.5,46.06,21.43
N19-0805-2,CAS,LP 6E,2020,3,41,106,w,NA,t,NA,NA,1027.5,13.3,NA,46.57,21.15
Dunphy,CAS,LP 6E,2020,1,42,9,P,20,g,2,27,1232.8,15.6,1.5,40.56,22.32
Dunphy,CAS,LP 6E,2020,2,42,64,P,18,g,1.5,31,1055.3,15.3,1.5,41.46,22.29
Dunphy,CAS,LP 6E,2020,3,42,102,P,NA,g,NA,NA,1182.3,15.2,NA,41.42,21.83
NC-Dilday,CAS,LP 6E,2020,1,43,3,P,25,g,2,34,1236,16.5,1.5,41.12,22.54
NC-Dilday,CAS,LP 6E,2020,2,43,80,P,24,g,1.5,32,1240.1,17,1.5,42.07,22.29
NC-Dilday,CAS,LP 6E,2020,3,43,93,P,NA,g,NA,NA,1201.7,16.2,NA,41.11,23.1
NC-Roy,CAS,LP 6E,2020,1,44,11,w,23,g,2.5,40,1171.7,11.7,1.5,43.92,20.49
NC-Roy,CAS,LP 6E,2020,2,44,66,w,21,g,2,38,973.1,11.6,1.5,45.13,20.53
NC-Roy,CAS,LP 6E,2020,3,44,99,w,NA,g,NA,NA,992.6,11.7,NA,45.49,19.92
USDA-N6004,CAS,LP 6E,2020,1,45,39,p,23,g,2.5,36,1231.4,15.9,1.5,42.68,22.64
USDA-N6004,CAS,LP 6E,2020,2,45,71,p,24,g,2,38,1288.6,15.5,1.5,43.83,22.34
USDA-N6004,CAS,LP 6E,2020,3,45,121,p,NA,g,NA,NA,1131.9,14.1,NA,43.97,21.8
N19-0115,PLY,LP 6E,2020,1,1,8,w,68,t,1.4,26,1448.6,15.4,1.5,47.02,20.39
