genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,notes,note1,note2,nir_no,date_time_of_analysis,moisture,oil_dry_basis,protein_dry_basis,linoleic_acid_dry_basis,linolenic_acid_dry_basis,oleic_acid_dry_basis,palmitic_acid_dry_basis,stearic_acid_dry_basis,bar_code,twt_moisture,twt_weight,twt_temperature,twt_date_time,...10
N19-1157,PLY,LO-HP 5,2021,1,8,15,p,8,g,1.5,34,1644.1,14.4,1.5,NA,NA,NA,NIR-07292,2022-01-18T11:23:03Z,7.6,18.8,49.21,66.94,10.08,7.16,11.26,4.16,2021_PLY_LO-HP 5_8_N19-1157_1_NIR-07292,6.9,56.4,66.6,2022-01-18T07:00:22Z,NA
N19-1157,PLY,LO-HP 5,2021,2,8,25,p,9,g,1.5,34,1745.6,15.5,1.5,NA,NA,NA,NIR-07293,2022-01-18T11:23:49Z,7.56,18.86,49.98,67.3,10.13,5.75,11.72,4.17,2021_PLY_LO-HP 5_8_N19-1157_2_NIR-07293,7,55.9,66,2022-01-18T07:01:04Z,NA
N19-1157,PLY,LO-HP 5,2021,3,8,54,p,NA,g,NA,NA,1954,14.8,NA,NA,NA,NA,NIR-07294,2022-01-18T11:24:20Z,7,19.71,47.68,66.04,10.02,6.89,11.71,4.1,2021_PLY_LO-HP 5_8_N19-1157_3_NIR-07294,7.1,56.2,65.3,2022-01-18T07:01:45Z,NA
N19-1157,PLY,LO-HP 5,2021,4,8,80,p,NA,g,NA,NA,1993.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,55.8,66.3,2022-01-18T07:02:18Z,NA
N19-1161,PLY,LO-HP 5,2021,1,9,14,.,28,t,1.5,40,1664.6,15.1,1.5,NA,NA,NA,NIR-07295,2022-01-18T11:24:59Z,7.55,21.18,44.26,62.51,9.15,13.43,12.63,4.29,2021_PLY_LO-HP 5_9_N19-1161_1_NIR-07295,6.8,56.6,66.8,2022-01-18T07:03:55Z,NA
N19-1161,PLY,LO-HP 5,2021,2,9,28,.,29,t,2,41,1696.5,14,1.5,NA,NA,NA,NIR-07296,2022-01-18T11:25:43Z,8.02,20.67,45.88,66.91,10.29,6.82,11.46,4.31,2021_PLY_LO-HP 5_9_N19-1161_2_NIR-07296,7,55.8,66.9,2022-01-18T07:04:36Z,NA
N19-1161,PLY,LO-HP 5,2021,3,9,45,.,NA,t,NA,NA,2001,14.4,NA,NA,NA,NA,NIR-07297,2022-01-18T11:26:16Z,7.74,20.31,45.74,66.98,10.23,9.18,11.9,4.32,2021_PLY_LO-HP 5_9_N19-1161_3_NIR-07297,6.9,56.9,66.1,2022-01-18T07:05:08Z,NA
N19-1161,PLY,LO-HP 5,2021,4,9,71,.,NA,t,NA,NA,2087.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,56.1,64.7,2022-01-18T07:07:04Z,NA
RM19-3852,PLY,LO-HP 5,2021,1,10,4,m,3,g,1,20,1822,13.2,1.5,NA,NA,NA,NIR-07298,2022-01-18T11:26:45Z,7.66,18.92,47.56,62.15,9.86,11.72,12.08,4.32,2021_PLY_LO-HP 5_10_RM19-3852_1_NIR-07298,6.7,57.3,67.8,2022-01-18T07:08:14Z,NA
RM19-3852,PLY,LO-HP 5,2021,2,10,27,m,4,g,1,21,1718.7,13.9,1.5,NA,NA,NA,NIR-07299,2022-01-18T11:27:17Z,7.67,17.37,49.41,64.52,10.05,9.41,12.02,3.94,2021_PLY_LO-HP 5_10_RM19-3852_2_NIR-07299,6.8,56.4,66.8,2022-01-18T07:09:02Z,NA
RM19-3852,PLY,LO-HP 5,2021,3,10,48,m,NA,g,NA,NA,1718.8,13.2,NA,NA,NA,NA,NIR-07300,2022-01-18T11:27:55Z,8.03,17.7,49.68,64.32,9.8,10.76,11.81,4.12,2021_PLY_LO-HP 5_10_RM19-3852_3_NIR-07300,6.8,58,67.8,2022-01-18T07:09:34Z,NA
RM19-3852,PLY,LO-HP 5,2021,4,10,78,m,NA,g,NA,NA,1956.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,57.9,65.7,2022-01-18T07:10:11Z,NA
RM19-3862,PLY,LO-HP 5,2021,1,11,6,p,8,t,2,38,1867.3,14.9,1.5,NA,NA,NA,NIR-07301,2022-01-18T11:28:27Z,8.06,19.09,50.53,67.51,9.75,5.88,11.68,4.2,2021_PLY_LO-HP 5_11_RM19-3862_1_NIR-07301,7.1,57.4,66.4,2022-01-18T07:11:17Z,NA
RM19-3862,PLY,LO-HP 5,2021,2,11,32,p,9,t,2,38,1520.2,16,1.5,NA,NA,NA,NIR-07302,2022-01-18T11:29:04Z,8.1,18.71,52.09,65.98,9.39,7.47,11.6,4.02,2021_PLY_LO-HP 5_11_RM19-3862_2_NIR-07302,7,56.4,67.9,2022-01-18T07:12:03Z,NA
RM19-3862,PLY,LO-HP 5,2021,3,11,51,p,NA,t,NA,NA,1872.3,15.8,NA,NA,NA,NA,NIR-07303,2022-01-18T11:29:36Z,7.79,19.24,50.34,63.84,9.44,11.01,10.69,4.02,2021_PLY_LO-HP 5_11_RM19-3862_3_NIR-07303,7.1,57.5,66.8,2022-01-18T07:12:36Z,NA
RM19-3862,PLY,LO-HP 5,2021,4,11,64,p,NA,t,NA,NA,1622.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,56.6,66.9,2022-01-18T07:13:15Z,NA
RM19-3864,PLY,LO-HP 5,2021,1,12,2,p,4,t,1,36,1718.9,13.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,57.3,67,2022-01-18T07:17:23Z,NA
RM19-3864,PLY,LO-HP 5,2021,2,12,33,p,6,t,1,35,1763.6,14.2,1.5,NA,NA,NA,NIR-07305,2022-01-18T11:30:54Z,8.23,18.11,51.12,66.25,10.41,6.22,11.57,3.99,2021_PLY_LO-HP 5_12_RM19-3864_2_NIR-07305,7.1,57.4,67,2022-01-18T07:17:58Z,NA
RM19-3864,PLY,LO-HP 5,2021,3,12,42,p,NA,t,NA,NA,1597.2,14.8,NA,NA,NA,NA,NIR-07306,2022-01-18T11:31:26Z,8.23,18.11,50.54,64.86,10.51,7.99,11.55,4.1,2021_PLY_LO-HP 5_12_RM19-3864_3_NIR-07306,7,57.8,67.6,2022-01-18T07:18:29Z,NA
RM19-3864,PLY,LO-HP 5,2021,4,12,63,p,NA,t,NA,NA,1961.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,56.9,65.7,2022-01-18T07:19:06Z,NA
RM19-3865,PLY,LO-HP 5,2021,1,13,19,p,8,t,1,36,1691.3,14.3,1.5,NA,NA,NA,NIR-07307,2022-01-18T11:31:54Z,8.16,17.59,51.5,65.41,10.13,7.3,12.02,4.11,2021_PLY_LO-HP 5_13_RM19-3865_1_NIR-07307,6.9,57,67.8,2022-01-18T07:20:12Z,NA
RM19-3865,PLY,LO-HP 5,2021,2,13,22,p,8,t,1,34,1725.6,15.6,1.5,NA,NA,NA,NIR-07308,2022-01-18T11:32:27Z,8.29,18.03,50.7,65.33,10.53,7.63,11.32,4.09,2021_PLY_LO-HP 5_13_RM19-3865_2_NIR-07308,7,56.2,66.8,2022-01-18T07:20:56Z,NA
RM19-3865,PLY,LO-HP 5,2021,3,13,59,p,NA,t,NA,NA,2174.1,15.8,NA,NA,NA,NA,NIR-07309,2022-01-18T11:33:12Z,8.16,17.57,51.86,67.33,10.09,5.79,12,3.94,2021_PLY_LO-HP 5_13_RM19-3865_3_NIR-07309,7,56.3,66.8,2022-01-18T07:21:38Z,NA
RM19-3865,PLY,LO-HP 5,2021,4,13,76,p,NA,t,NA,NA,1907.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,56.3,64.7,2022-01-18T07:22:18Z,NA
RM19-3880,PLY,LO-HP 5,2021,1,14,17,p,8,g,1.5,30,1846.6,13.8,1.5,NA,NA,NA,NIR-07310,2022-01-18T11:33:52Z,7.57,18.56,48.3,63.16,10.93,9.21,11.39,4.02,2021_PLY_LO-HP 5_14_RM19-3880_1_NIR-07310,6.8,58,67.9,2022-01-18T07:23:31Z,NA
RM19-3880,PLY,LO-HP 5,2021,2,14,29,p,9,g,1.5,32,1512.9,13.7,1.5,NA,NA,NA,NIR-07311,2022-01-18T11:34:33Z,7.42,18.97,47.51,63.58,10.9,9.65,11.1,3.88,2021_PLY_LO-HP 5_14_RM19-3880_2_NIR-07311,6.9,57.9,67.5,2022-01-18T07:24:01Z,NA
RM19-3880,PLY,LO-HP 5,2021,3,14,49,p,NA,g,NA,NA,1661.7,13.4,NA,NA,NA,NA,NIR-07312,2022-01-18T11:35:03Z,7.55,18.9,47.23,65.32,10.62,8.28,11.15,3.77,2021_PLY_LO-HP 5_14_RM19-3880_3_NIR-07312,7,58.7,67.1,2022-01-18T07:24:31Z,NA
RM19-3880,PLY,LO-HP 5,2021,4,14,61,p,NA,g,NA,NA,2098.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,58.3,65,2022-01-18T07:25:11Z,NA
RM19-3882,PLY,LO-HP 5,2021,1,15,12,w,15,t,1.5,38,1617.1,13,1.5,NA,NA,NA,NIR-07313,2022-01-18T11:35:36Z,7.83,19.68,47.91,62.83,9.9,10.67,12.3,4.47,2021_PLY_LO-HP 5_15_RM19-3882_1_NIR-07313,7,57.9,67.7,2022-01-18T07:26:13Z,NA
RM19-3882,PLY,LO-HP 5,2021,2,15,31,w,15,t,2,39,1866.2,14.1,1.5,NA,NA,NA,NIR-07314,2022-01-18T11:36:12Z,8.02,18.92,49.34,66.2,9.98,7.82,11.68,4.09,2021_PLY_LO-HP 5_15_RM19-3882_2_NIR-07314,7,57.6,67.2,2022-01-18T07:26:46Z,NA
RM19-3882,PLY,LO-HP 5,2021,3,15,41,w,NA,t,NA,NA,1713.4,14.1,NA,NA,NA,NA,NIR-07315,2022-01-18T11:36:44Z,7.67,19.71,48.94,64.65,9.59,8.52,11.57,4.14,2021_PLY_LO-HP 5_15_RM19-3882_3_NIR-07315,7,57.1,67.3,2022-01-18T07:27:18Z,NA
RM19-3882,PLY,LO-HP 5,2021,4,15,79,w,NA,t,NA,NA,1714.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.4,66.6,2022-01-18T07:27:51Z,NA
RM19-3883,PLY,LO-HP 5,2021,1,16,20,s,7,g,1,36,1969.8,14.8,1.5,NA,NA,NA,NIR-07316,2022-01-18T11:37:13Z,7.27,18.67,46.83,64.94,11.52,6.3,12.07,4.06,2021_PLY_LO-HP 5_16_RM19-3883_1_NIR-07316,6.8,56.3,68.1,2022-01-18T07:29:15Z,NA
RM19-3883,PLY,LO-HP 5,2021,2,16,37,s,9,g,1,37,1970.2,15.2,1.5,NA,NA,NA,NIR-07317,2022-01-18T11:37:41Z,7.13,18.97,47.6,66.21,11.2,5.91,12.02,4.15,2021_PLY_LO-HP 5_16_RM19-3883_2_NIR-07317,6.8,55.7,67.6,2022-01-18T07:29:53Z,NA
RM19-3883,PLY,LO-HP 5,2021,3,16,53,s,NA,g,NA,NA,1890,14.4,NA,NA,NA,NA,NIR-07318,2022-01-18T11:38:19Z,7.23,18.31,46.93,65.71,10.48,6.88,12.36,4.04,2021_PLY_LO-HP 5_16_RM19-3883_3_NIR-07318,6.9,56.8,66.9,2022-01-18T07:30:26Z,NA
RM19-3883,PLY,LO-HP 5,2021,4,16,70,s,NA,g,NA,NA,2072.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,55.8,65.8,2022-01-18T07:31:00Z,NA
V14-3508,PLY,LO-HP 5,2021,1,17,5,w,4,t,2,32,1720.9,16.9,2,NA,NA,NA,NIR-07319,2022-01-18T11:38:53Z,6.51,21.81,45.05,63.55,9.22,9.91,12.61,4.19,2021_PLY_LO-HP 5_17_V14-3508_1_NIR-07319,6.6,55.4,67.7,2022-01-18T07:32:03Z,NA
V14-3508,PLY,LO-HP 5,2021,2,17,39,w,8,t,2,32,1205.9,17.2,2,NA,NA,NA,NIR-07320,2022-01-18T11:39:25Z,6.53,21.92,46.25,60.75,9.59,13.8,11.8,4.18,2021_PLY_LO-HP 5_17_V14-3508_2_NIR-07320,6.6,54.5,68.1,2022-01-18T07:32:44Z,NA
V14-3508,PLY,LO-HP 5,2021,3,17,44,w,NA,t,NA,NA,1714.4,16.7,NA,NA,NA,NA,NIR-07321,2022-01-18T11:39:55Z,6.74,22.49,43.33,60.99,9.58,11.72,12.28,4.41,2021_PLY_LO-HP 5_17_V14-3508_3_NIR-07321,6.6,54.5,67.4,2022-01-18T07:33:26Z,NA
V14-3508,PLY,LO-HP 5,2021,4,17,62,w,NA,t,NA,NA,1619.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,53.7,65.8,2022-01-18T07:34:09Z,NA
Ellis,PLY,LO-HP 5,2021,1,18,7,w,4,g,1,22,2102.4,12.8,1.5,NA,NA,NA,NIR-07322,2022-01-18T11:40:27Z,6.99,21.86,41.06,64.94,9.28,11.37,11.92,3.73,2021_PLY_LO-HP 5_18_Ellis_1_NIR-07322,6.5,56.1,68.2,2022-01-18T07:35:15Z,NA
Ellis,PLY,LO-HP 5,2021,2,18,30,w,6,g,1,23,2214.1,13.2,1.5,NA,NA,NA,NIR-07323,2022-01-18T11:41:01Z,7.31,21.06,42.32,60.75,9.46,14.23,12.82,4.5,2021_PLY_LO-HP 5_18_Ellis_2_NIR-07323,6.6,55,67.2,2022-01-18T07:37:29Z,NA
Ellis,PLY,LO-HP 5,2021,3,18,46,w,NA,g,NA,NA,2141,13.6,NA,NA,NA,NA,NIR-07324,2022-01-18T11:41:29Z,7.38,21.23,43.35,64.4,9.9,9.45,12.73,4.56,2021_PLY_LO-HP 5_18_Ellis_3_NIR-07324,6.6,55,66.6,2022-01-18T07:38:08Z,NA
Ellis,PLY,LO-HP 5,2021,4,18,67,w,NA,g,NA,NA,2016.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,55.3,66.3,2022-01-18T07:38:52Z,NA
Osage,PLY,LO-HP 5,2021,1,19,8,p,5,g,1,23,1943.3,12.7,1.5,NA,NA,NA,NIR-07325,2022-01-18T11:42:09Z,7.2,20.17,45.9,62.8,10.19,9.45,11.59,4.26,2021_PLY_LO-HP 5_19_Osage_1_NIR-07325,6.8,56.2,67.1,2022-01-18T07:39:57Z,NA
Osage,PLY,LO-HP 5,2021,2,19,23,p,5,g,1,23,1587.5,12.9,1.5,NA,NA,NA,NIR-07326,2022-01-18T11:42:40Z,7.53,20.8,45.81,55.7,9.92,17.39,12.64,4.54,2021_PLY_LO-HP 5_19_Osage_2_NIR-07326,6.8,56.2,67.8,2022-01-18T07:40:29Z,NA
Osage,PLY,LO-HP 5,2021,3,19,57,p,NA,g,NA,NA,2011.4,13,NA,NA,NA,NA,NIR-07327,2022-01-18T11:43:16Z,7.28,20.71,46,56.64,9.39,15.87,12.47,4.85,2021_PLY_LO-HP 5_19_Osage_3_NIR-07327,6.8,56.3,67.2,2022-01-18T07:41:12Z,NA
Osage,PLY,LO-HP 5,2021,4,19,75,p,NA,g,NA,NA,2299.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,55.9,66.8,2022-01-18T07:41:54Z,NA
N16-600,PLY,LO-HP 5,2021,1,20,10,p,4,t,1,34,2017.4,12.6,1.5,NA,NA,NA,NIR-07328,2022-01-18T11:43:45Z,7.54,19.15,48.22,67.04,10.4,5.56,11.78,4.38,2021_PLY_LO-HP 5_20_N16-600_1_NIR-07328,6.8,58.1,67.2,2022-01-18T07:42:51Z,NA
N16-600,PLY,LO-HP 5,2021,2,20,38,p,8,t,1,33,1718.9,10.9,1.5,NA,NA,NA,NIR-07329,2022-01-18T11:44:13Z,7.86,18.72,47.77,64.7,10.72,8.81,11.27,4.08,2021_PLY_LO-HP 5_20_N16-600_2_NIR-07329,6.9,58.3,67.4,2022-01-18T07:43:27Z,NA
N16-600,PLY,LO-HP 5,2021,3,20,60,p,NA,t,NA,NA,2174.8,13,NA,NA,NA,NA,NIR-07330,2022-01-18T11:44:43Z,7.21,19.7,47.4,66.95,10.25,6.34,11.68,4.13,2021_PLY_LO-HP 5_20_N16-600_3_NIR-07330,6.8,57.8,66.7,2022-01-18T07:44:02Z,NA
N16-600,PLY,LO-HP 5,2021,4,20,68,p,NA,t,NA,NA,2081.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,58.2,65.3,2022-01-18T07:44:33Z,NA
N19-0076,CAS,LO-HP 6,2021,1,1,1,W,20,t,1.5,26,1789.6,14.4,1.5,NA,NA,NA,NIR-07331,2022-02-07T11:43:59Z,7.27,21.34,46.25,63.27,10.34,9.06,11.81,4.38,2021_CAS_LO-HP 6_1_N19-0076_1_NIR-07331,7.5,58.5,62.3,2022-02-02T07:58:06Z,NA
N19-0076,CAS,LO-HP 6,2021,2,1,34,W,19,t,1.5,32,1838,15.1,1.5,NA,NA,NA,NIR-07332,2022-02-07T11:44:45Z,7.5,21.67,46.22,65.97,9.83,6.78,11.6,4.45,2021_CAS_LO-HP 6_1_N19-0076_2_NIR-07332,7.9,57.4,61.8,2022-02-02T07:58:37Z,NA
N19-0076,CAS,LO-HP 6,2021,3,1,46,W,NA,t,NA,38,1827.2,14.9,NA,NA,NA,NA,NIR-07333,2022-02-07T11:45:10Z,7.27,21.97,45.72,65.34,9.2,8.07,11.8,4.3,2021_CAS_LO-HP 6_1_N19-0076_3_NIR-07333,7.1,57.4,63.1,2022-02-02T07:59:05Z,NA
N19-0076,CAS,LO-HP 6,2021,4,1,75,W,NA,t,NA,NA,2137.6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,57,63.9,2022-02-02T07:59:36Z,NA
N19-0269,CAS,LO-HP 6,2021,1,2,6,P,18,g,1.5,30,1023.8,13.8,1.5,NA,NA,NA,NIR-07334,2022-02-07T11:45:36Z,7.58,21.97,45.63,62.06,8.74,11.53,11.34,4.71,2021_CAS_LO-HP 6_2_N19-0269_1_NIR-07334,7.7,57.5,62,2022-02-02T08:01:34Z,NA
N19-0269,CAS,LO-HP 6,2021,2,2,40,P,19,t,1.5,34,1258.5,13.7,1.5,NA,NA,NA,NIR-07335,2022-02-07T11:46:07Z,7.72,21.14,45.76,59.8,8.9,12.2,10.52,4.45,2021_CAS_LO-HP 6_2_N19-0269_2_NIR-07335,8.1,58.1,61.3,2022-02-02T08:02:05Z,NA
N19-0269,CAS,LO-HP 6,2021,3,2,52,P,NA,t,NA,32,1265,12.1,NA,NA,NA,NA,NIR-07336,2022-02-07T11:46:35Z,7.64,21.62,45.29,62.35,9.25,10.24,10.78,4.42,2021_CAS_LO-HP 6_2_N19-0269_3_NIR-07336,7.6,57.3,61.5,2022-02-02T08:02:36Z,NA
N19-0269,CAS,LO-HP 6,2021,4,2,63,P,NA,t,NA,NA,579.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,58.3,62.8,2022-02-02T08:03:08Z,NA
N19-0323,CAS,LO-HP 6,2021,1,3,2,W,18,t,1,26,1738.7,13.8,1.5,NA,NA,NA,NIR-07337,2022-02-07T11:46:58Z,7.87,22.12,43.27,64.17,8.32,9.31,11.71,4.8,2021_CAS_LO-HP 6_3_N19-0323_1_NIR-07337,7.9,57.1,60.9,2022-02-02T08:04:08Z,NA
N19-0323,CAS,LO-HP 6,2021,2,3,31,W,18,t,1.5,32,2383.6,14.7,1.5,NA,NA,NA,NIR-07338,2022-02-07T11:47:24Z,8.27,21.78,44.55,64.75,9.05,6.98,12.19,4.71,2021_CAS_LO-HP 6_3_N19-0323_2_NIR-07338,7.8,57.6,60.8,2022-02-02T08:04:41Z,NA
N19-0323,CAS,LO-HP 6,2021,3,3,45,W,NA,t,NA,30,2229.6,14.1,NA,NA,NA,NA,NIR-07339,2022-02-07T11:47:49Z,7.86,22.66,44.03,64.42,8.17,8.99,11.84,4.57,2021_CAS_LO-HP 6_3_N19-0323_3_NIR-07339,7.5,57.3,61.1,2022-02-02T08:05:11Z,NA
N19-0323,CAS,LO-HP 6,2021,4,3,68,W,NA,t,NA,NA,1943.9,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,57.5,64,2022-02-02T08:05:42Z,NA
N19-0323-2,CAS,LO-HP 6,2021,1,4,9,W,18,t,1,25,1532.3,13.2,1.5,NA,NA,NA,NIR-07340,2022-02-07T11:48:16Z,8.18,21.5,43.28,60.82,9.4,11.56,11.97,4.75,2021_CAS_LO-HP 6_4_N19-0323-2_1_NIR-07340,7.7,57.4,61.1,2022-02-02T08:06:43Z,NA
N19-0323-2,CAS,LO-HP 6,2021,2,4,27,W,18,t,1.5,32,2175.9,14.4,1.5,NA,NA,NA,NIR-07341,2022-02-07T11:48:45Z,8.13,21.8,43.73,62.03,9.26,10.46,12.2,4.48,2021_CAS_LO-HP 6_4_N19-0323-2_2_NIR-07341,7.9,57.2,60.2,2022-02-02T08:07:17Z,NA
N19-0323-2,CAS,LO-HP 6,2021,3,4,54,W,NA,t,NA,32,1712.1,13.7,NA,NA,NA,NA,NIR-07342,2022-02-07T11:49:10Z,7.76,22.52,42.95,64.78,8.64,9.22,11.25,4.78,2021_CAS_LO-HP 6_4_N19-0323-2_3_NIR-07342,7.4,57.4,61,2022-02-02T08:07:46Z,NA
N19-0323-2,CAS,LO-HP 6,2021,4,4,65,W,NA,t,NA,NA,2316.1,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,57.1,65.5,2022-02-02T08:08:19Z,NA
N19-0435,CAS,LO-HP 6,2021,1,5,5,S,22,g,1,34,2683.9,15.7,1.5,NA,NA,NA,NIR-07343,2022-02-07T11:49:37Z,7.41,21.14,45.46,62.41,10.07,9.94,11.74,4.35,2021_CAS_LO-HP 6_5_N19-0435_1_NIR-07343,8.1,57.4,60.3,2022-02-02T08:09:27Z,NA
N19-0435,CAS,LO-HP 6,2021,2,5,37,S,19,g,1,24,1750.1,14.2,1.5,NA,NA,NA,NIR-07344,2022-02-07T11:50:02Z,7.6,22.12,44.14,63.49,9.83,9.38,11.55,4.61,2021_CAS_LO-HP 6_5_N19-0435_2_NIR-07344,8.1,56.9,60.2,2022-02-02T08:09:59Z,NA
N19-0435,CAS,LO-HP 6,2021,3,5,59,S,NA,g,NA,37,2205.7,14.9,NA,NA,NA,NA,NIR-07345,2022-02-07T11:50:30Z,7.06,22.23,44.59,61.91,9.49,10.04,11.87,4.75,2021_CAS_LO-HP 6_5_N19-0435_3_NIR-07345,8.1,56.6,60.6,2022-02-02T08:10:29Z,NA
N19-0435,CAS,LO-HP 6,2021,4,5,74,S,NA,g,NA,NA,1628.7,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.1,67.4,2022-02-02T08:11:00Z,NA
N19-0672,CAS,LO-HP 6,2021,1,6,10,P,20,g,1,22,1350.2,12.2,1.5,NA,NA,NA,NIR-07346,2022-02-07T11:50:57Z,7.02,23.07,40.07,65.77,9.76,5.73,12.68,4.45,2021_CAS_LO-HP 6_6_N19-0672_1_NIR-07346,7.1,56.3,61.3,2022-02-02T08:12:02Z,NA
N19-0672,CAS,LO-HP 6,2021,2,6,39,P,20,g,1,25,1691.5,12.5,1.5,NA,NA,NA,NIR-07347,2022-02-07T11:51:41Z,7.15,22.55,40.69,65.15,10.22,5.93,13.08,4.48,2021_CAS_LO-HP 6_6_N19-0672_2_NIR-07347,7.6,55.4,60.9,2022-02-02T08:12:31Z,NA
N19-0672,CAS,LO-HP 6,2021,3,6,48,P NL?,NA,g,NA,15,1004.5,11.9,NA,NA,NA,NA,NIR-07348,2022-02-07T11:52:10Z,7.13,22.84,40.48,66.51,10.98,4.07,13.11,4.52,2021_CAS_LO-HP 6_6_N19-0672_3_NIR-07348,7.3,55.8,62,2022-02-02T08:13:02Z,NA
N19-0672,CAS,LO-HP 6,2021,4,6,71,P,NA,g,NA,NA,1970.3,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,55.7,65.9,2022-02-02T08:13:35Z,NA
N19-0676,CAS,LO-HP 6,2021,1,7,11,P,21,g,1,26,2003.7,16,1.5,NA,NA,NA,NIR-07349,2022-02-07T11:52:41Z,7.55,21.29,43.44,63.49,9.27,7.38,12.66,4.68,2021_CAS_LO-HP 6_7_N19-0676_1_NIR-07349,8,56,61.2,2022-02-02T08:14:39Z,NA
N19-0676,CAS,LO-HP 6,2021,2,7,25,P,21,g,1,31,2022.9,16.2,1.5,NA,NA,NA,NIR-07350,2022-02-07T11:53:08Z,7.75,22.09,43.42,65.27,8.58,6.72,12.61,4.6,2021_CAS_LO-HP 6_7_N19-0676_2_NIR-07350,8,55,60.9,2022-02-02T08:15:11Z,NA
N19-0676,CAS,LO-HP 6,2021,3,7,53,P,NA,g,NA,24,1467.6,14.7,NA,NA,NA,NA,NIR-07351,2022-02-07T11:53:39Z,7.39,22.06,41.58,65.22,9.71,6.49,12.6,4.7,2021_CAS_LO-HP 6_7_N19-0676_3_NIR-07351,7.2,55.7,62.2,2022-02-02T08:15:42Z,NA
N19-0676,CAS,LO-HP 6,2021,4,7,66,P,NA,g,NA,NA,2229.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,54.7,65.7,2022-02-02T08:16:13Z,NA
RM19-3875-2,CAS,LO-HP 6,2021,1,8,18,W,20,t,1.5,34,1958.4,13.2,1.5,NA,NA,NA,NIR-07352,2022-02-07T11:54:09Z,7.77,20.3,45.23,62.94,10.63,9.25,11.42,4.54,2021_CAS_LO-HP 6_8_RM19-3875-2_1_NIR-07352,8,56.7,61.1,2022-02-02T08:17:32Z,NA
RM19-3875-2,CAS,LO-HP 6,2021,2,8,28,W,20,t,1.5,36,1817.9,13.8,1.5,NA,NA,NA,NIR-07353,2022-02-07T11:54:39Z,7.35,20.15,44.57,60.12,10.6,10.57,12.37,4.74,2021_CAS_LO-HP 6_8_RM19-3875-2_2_NIR-07353,8,55.9,61.1,2022-02-02T08:18:04Z,NA
RM19-3875-2,CAS,LO-HP 6,2021,3,8,51,W,NA,t,NA,40,2258.7,14.6,NA,NA,NA,NA,NIR-07354,2022-02-07T11:55:11Z,7.97,20.08,46.94,62.9,9.69,10.68,11.79,4.51,2021_CAS_LO-HP 6_8_RM19-3875-2_3_NIR-07354,8.1,55.8,60.8,2022-02-02T08:18:37Z,NA
RM19-3875-2,CAS,LO-HP 6,2021,4,8,67,W,NA,t,NA,NA,2026.9,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,56.5,66.9,2022-02-02T08:19:11Z,NA
N19-0899,CAS,LO-HP 6,2021,1,9,17,P,25,g,1.5,30,2183,14.3,1.5,NA,NA,NA,NIR-07355,2022-02-07T11:55:41Z,6.73,23.46,37.88,57.23,9.28,14.38,12.71,5.35,2021_CAS_LO-HP 6_9_N19-0899_1_NIR-07355,8.3,56,60.8,2022-02-02T08:20:20Z,NA
